Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1329,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1791,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.2625,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1400,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1518,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.4526,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1003,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.7360,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1539,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1192,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220607_143000.wav
