Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1811,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1386,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1923,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.3811,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1831,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1573,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1832,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1479,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.2477,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1676,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1636,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.2352,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.2144,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1991,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.2531,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1871,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1120,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1638,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220722_064500.wav
