Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1580,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1760,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1273,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.2385,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1134,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1271,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1471,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1126,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1257,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1734,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.3186,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio\Audio_ech\ARM2\ARM2_20220718_173000.wav
